Time [s],Temp [C],RH [%],h_t_l,h_t_w,h_m_l,h_m_w,R,V,WDR [kg/m2.s]
486000,266.65,0.81,11.495000000000001,13.4,3.4965e-08,4.83e-08,0.0,1.5,0.0
489600,264.75,0.85,11.528,13.56,3.5196e-08,4.942e-08,0.0,1.6,0.0
493200,263.95,0.86,11.626999999999999,14.04,3.5889e-08,5.278e-08,0.0,1.9,0.0
496800,263.34999999999997,0.86,11.626999999999999,14.04,3.5889e-08,5.278e-08,0.0,1.9,0.0
500400,263.25,0.87,11.924,15.48,3.796799999999999e-08,6.286e-08,0.0,2.8,0.0
504000,262.84999999999997,0.87,12.023,15.96,3.8661e-08,6.622000000000001e-08,0.0,3.1,0.0
507600,263.25,0.86,11.858,15.16,3.7506000000000005e-08,6.062e-08,0.0,2.6,0.0
511200,263.84999999999997,0.86,11.924,15.48,3.796799999999999e-08,6.286e-08,0.0,2.8,0.0
514800,264.95,0.87,11.759,14.68,3.6813e-08,5.726e-08,0.0,2.3,0.0
518400,264.34999999999997,0.85,11.725999999999999,14.52,3.6581999999999996e-08,5.614e-08,0.0,2.2,0.0
522000,264.84999999999997,0.89,11.792,14.84,3.7044e-08,5.838e-08,0.0,2.4,0.0
525600,264.95,0.88,11.792,14.84,3.7044e-08,5.838e-08,0.0,2.4,0.0
529200,266.15,0.84,12.155000000000001,16.6,3.9585e-08,7.07e-08,0.0,3.5,0.0
532800,266.34999999999997,0.81,12.353,17.56,4.0971e-08,7.741999999999999e-08,0.0,4.1,0.0
536400,266.34999999999997,0.85,12.617,18.84,4.2819e-08,8.638e-08,0.1,4.9,0.10878000000000002
540000,266.65,0.86,12.881,20.12,4.4667e-08,9.534e-08,0.4,5.7,0.50616
543600,266.34999999999997,0.86,13.013,20.759999999999998,4.5591e-08,9.981999999999999e-08,0.6,6.1,0.8125199999999999
547200,266.65,0.89,12.683,19.16,4.3280999999999996e-08,8.862e-08,1.2,5.1,1.3586399999999998
550800,267.15,0.89,12.782,19.64,4.3974e-08,9.198000000000001e-08,0.6,5.4,0.71928
554400,267.84999999999997,0.87,12.518,18.36,4.2125999999999996e-08,8.302e-08,0.6,4.6,0.6127199999999999
558000,268.04999999999995,0.89,12.518,18.36,4.2125999999999996e-08,8.302e-08,0.5,4.6,0.5105999999999999
561600,268.95,0.86,12.584,18.68,4.2588e-08,8.526e-08,0.2,4.8,0.21312
565200,269.25,0.85,12.782,19.64,4.3974e-08,9.198000000000001e-08,0.4,5.4,0.47952000000000006
568800,269.04999999999995,0.89,12.749,19.48,4.3743000000000003e-08,9.086e-08,0.5,5.3,0.5882999999999999
572400,269.04999999999995,0.9,12.881,20.12,4.4667e-08,9.534e-08,0.8,5.7,1.01232
576000,269.34999999999997,0.87,12.617,18.84,4.2819e-08,8.638e-08,0.2,4.9,0.21756000000000003
579600,269.04999999999995,0.87,12.716000000000001,19.32,4.3512e-08,8.974e-08,0.0,5.2,0.0
583200,268.84999999999997,0.87,13.013,20.759999999999998,4.5591e-08,9.981999999999999e-08,0.1,6.1,0.13542
586800,268.75,0.89,13.409,22.68,4.8363e-08,1.1326e-07,0.3,7.3,0.48618
590400,268.84999999999997,0.86,13.178,21.560000000000002,4.6746e-08,1.0542e-07,0.2,6.6,0.29304
594000,268.84999999999997,0.84,13.046,20.92,4.5822e-08,1.0094000000000002e-07,0.4,6.2,0.55056
597600,268.75,0.86,13.244,21.880000000000003,4.7207999999999995e-08,1.0766e-07,0.1,6.8,0.15096
601200,268.54999999999995,0.88,13.277000000000001,22.04,4.7439e-08,1.0878e-07,0.2,6.9,0.30636
604800,268.75,0.83,13.112,21.240000000000002,4.6284e-08,1.0318000000000001e-07,0.1,6.4,0.14208000000000004
608400,268.54999999999995,0.85,13.112,21.240000000000002,4.6284e-08,1.0318000000000001e-07,0.3,6.4,0.42624
612000,268.54999999999995,0.86,12.947,20.44,4.5129e-08,9.758e-08,0.2,5.9,0.26196
615600,268.65,0.83,12.65,19.0,4.305e-08,8.75e-08,0.2,5.0,0.222
619200,268.65,0.84,12.914,20.28,4.4897999999999996e-08,9.645999999999999e-08,0.2,5.8,0.25751999999999997
622800,268.84999999999997,0.82,12.749,19.48,4.3743000000000003e-08,9.086e-08,0.0,5.3,0.0
626400,268.34999999999997,0.87,12.386,17.72,4.1202e-08,7.854e-08,0.3,4.2,0.27972
630000,268.54999999999995,0.85,12.485,18.2,4.1895e-08,8.19e-08,0.2,4.5,0.1998
633600,268.45,0.87,12.155000000000001,16.6,3.9585e-08,7.07e-08,0.3,3.5,0.2331
637200,268.54999999999995,0.84,12.32,17.4,4.074e-08,7.63e-08,0.0,4.0,0.0
640800,268.75,0.83,12.452,18.04,4.1664e-08,8.078e-08,0.1,4.4,0.09768000000000002
644400,269.04999999999995,0.84,12.254,17.08,4.0278e-08,7.406e-08,0.1,3.8,0.08436
648000,269.45,0.81,11.924,15.48,3.796799999999999e-08,6.286e-08,0.0,2.8,0.0
651600,269.54999999999995,0.8,11.759,14.68,3.6813e-08,5.726e-08,0.0,2.3,0.0
655200,269.54999999999995,0.82,11.891,15.32,3.7737e-08,6.174e-08,0.0,2.7,0.0
658800,269.15,0.85,12.155000000000001,16.6,3.9585e-08,7.07e-08,0.0,3.5,0.0
662400,269.34999999999997,0.83,12.023,15.96,3.8661e-08,6.622000000000001e-08,0.0,3.1,0.0
666000,269.34999999999997,0.84,11.957,15.64,3.8199e-08,6.398000000000001e-08,0.0,2.9,0.0
669600,269.25,0.84,11.924,15.48,3.796799999999999e-08,6.286e-08,0.0,2.8,0.0
673200,269.34999999999997,0.84,12.188,16.76,3.9816000000000004e-08,7.182e-08,0.0,3.6,0.0
676800,269.54999999999995,0.84,12.188,16.76,3.9816000000000004e-08,7.182e-08,0.0,3.6,0.0
680400,269.45,0.85,11.725999999999999,14.52,3.6581999999999996e-08,5.614e-08,0.0,2.2,0.0
684000,269.45,0.85,12.32,17.4,4.074e-08,7.63e-08,0.0,4.0,0.0
687600,269.65,0.85,12.286999999999999,17.240000000000002,4.0508999999999996e-08,7.518e-08,0.0,3.9,0.0
691200,269.65,0.86,12.419,17.88,4.1433000000000004e-08,7.965999999999999e-08,0.0,4.3,0.0
694800,269.75,0.87,12.683,19.16,4.3280999999999996e-08,8.862e-08,0.0,5.1,0.0
698400,270.04999999999995,0.85,12.584,18.68,4.2588e-08,8.526e-08,0.0,4.8,0.0
702000,270.34999999999997,0.88,12.617,18.84,4.2819e-08,8.638e-08,0.0,4.9,0.0
705600,270.34999999999997,0.87,12.32,17.4,4.074e-08,7.63e-08,0.0,4.0,0.0
709200,270.25,0.87,12.485,18.2,4.1895e-08,8.19e-08,0.0,4.5,0.0
712800,270.34999999999997,0.89,12.485,18.2,4.1895e-08,8.19e-08,0.0,4.5,0.0
716400,270.45,0.88,12.353,17.56,4.0971e-08,7.741999999999999e-08,0.0,4.1,0.0
720000,270.45,0.86,12.617,18.84,4.2819e-08,8.638e-08,0.0,4.9,0.0
723600,270.65,0.84,12.518,18.36,4.2125999999999996e-08,8.302e-08,0.0,4.6,0.0
727200,270.84999999999997,0.82,12.584,18.68,4.2588e-08,8.526e-08,0.0,4.8,0.0
730800,271.04999999999995,0.82,12.914,20.28,4.4897999999999996e-08,9.645999999999999e-08,0.0,5.8,0.0
734400,270.95,0.81,13.244,21.880000000000003,4.7207999999999995e-08,1.0766e-07,0.0,6.8,0.0
